rank,rating_numeric,num_played,player_id,summoner_region,riot_id,puuid,rating,live.encryption_key,live.game_start_time,live.match_id,live.player_id,live.type,stats.RecentResult.ItemData.AD,stats.RecentResult.ItemData.AP,stats.RecentResult.ItemData.Tank,stats.RecentResult.avg_similarity,stats.RecentResult.board_strength_percentile_sum,stats.RecentResult.damage_percentile_sum,stats.RecentResult.lpChange,stats.RecentResult.num_played,stats.RecentResult.percentile_count,stats.RecentResult.place_sum,stats.RecentResult.topCarries,stats.RecentResult.wins,stats.appMatches,stats.currentPatchResult.ItemData.AD,stats.currentPatchResult.ItemData.AP,stats.currentPatchResult.ItemData.Tank,stats.currentPatchResult.avg_similarity,stats.currentPatchResult.board_strength_percentile_sum,stats.currentPatchResult.damage_percentile_sum,stats.currentPatchResult.lpChange,stats.currentPatchResult.num_played,stats.currentPatchResult.percentile_count,stats.currentPatchResult.place_sum,stats.currentPatchResult.topCarries,stats.currentPatchResult.wins,stats.num_played,stats.place_sum,stats.wins
704,3954,695,236610,na1,1vs9peter#1vs9,wOID4OfMtIRdAG5jQCIDB1X-3-9eF9w_tGoWkypv2rgGSQDilSFDatZz2DzsF7jEIzQ2F20Lo2SDVA,CHALLENGER I 1154 LP,,,,,,98,80,129,0.1823,1104,958,18,20,20,82,"[{""character_id"": ""TFT15_Braum"", ""count"": 9, ""avg"": 3.090909090909091}, {""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 3.75}]",6,False,,,,,,,,,,,,,695,2792,130
705,3954,614,3831400,kr,상mini#mini,GoCQxQn_pZZYn88dJQx8YbP3WZwOZhdnV-WsQnKCXhBdwWthsbDFE9LTl-M7kkQXfGO0BIKp3KNl8Q,CHALLENGER I 1154 LP,,,,,,57,65,117,0.2133,1117,1085,-183,20,20,95,"[{""character_id"": ""TFT15_KSante"", ""count"": 10, ""avg"": 4.363636363636363}]",3,True,9,9,25,0.0556,134,192,12,3,3,12,"[{""character_id"": ""TFT15_Udyr"", ""count"": 2, ""avg"": 4}, {""character_id"": ""TFT15_Ashe"", ""count"": 2, ""avg"": 4}]",1,614,2629,93
706,3954,511,2662054,kr,GFA#KR1,CDfdkRNDEhoVezspA3OnAiQmUgITlqg4kE193DI95nAjz09i6kyV_V5s4Aj7C54gV_ACpkWllhQo9A,CHALLENGER I 1154 LP,,,,,,56,89,115,0.319,782,983,254,20,20,72,[],3,True,,,,,,,,,,,,,511,2169,63
707,3953,461,139781896,euw1,Belops#EUW,g7R9vqRBCH6amiH-h_sySPSg-JZQypXHU0psVGrzUf_GjE16xCCLfGeA1llXe6NRCO5A7qwvOQfORA,CHALLENGER I 1153 LP,,,,,,56,71,115,0.2725,986,967,225,20,20,69,"[{""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 2.4444444444444446}]",7,False,,,,,,,,,,,,,461,1936,69
708,3953,1187,447969682,vn2,Kazoku#Pblhl,YtB-ncrP7RVSEDNgB24B6wxIIzMlZRdfUiyE3kaTyKJk548TedRpmJ64ZmICNHNRd5AewoYXtbm9QA,GRANDMASTER I 1153 LP,,,,,,96,40,106,0.5079,1053,1033,273,20,20,69,"[{""character_id"": ""TFT15_Braum"", ""count"": 14, ""avg"": 2.933333333333333}, {""character_id"": ""TFT15_TwistedFate"", ""count"": 14, ""avg"": 2.857142857142857}]",5,True,15,0,12,0.6,161,142,93,2,2,2,"[{""character_id"": ""TFT15_KSante"", ""count"": 2, ""avg"": 1}, {""character_id"": ""TFT15_Braum"", ""count"": 2, ""avg"": 1}]",2,1187,5202,184
709,3953,779,138122743,vn2,Tôi Bị Gà#Louis,bR76C83rWh6Rx9c3nldthna_8HIRhK3ThA8_8G7-mnNsDt7qwrIorcg4ioulYexaPeJ6_i6VsNb25g,CHALLENGER I 1153 LP,,,,,,110,48,82,0.2908,1087,992,15,20,20,85,[],3,False,,,,,,,,,,,,,779,3351,86
710,3953,722,870125,na1,jjchen1010909#NA1,TM9tFbY8l_n5G24vEpF8HflZ3EI7n5dKaOvyGdMQAaPU-DglvzBp5HfUOFy_FpSJN3u2VrPN3pIcaQ,CHALLENGER I 1153 LP,,,,,,54,87,118,0.2703,732,1267,241,20,20,65,"[{""character_id"": ""TFT15_Yuumi"", ""count"": 9, ""avg"": 2.8}, {""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 3.2}]",5,False,,,,,,,,,,,,,722,3082,116
711,3953,782,326635421,kr,머먹을거없나#KR1,6XVwCbDgbjFlBcRNTq5VCee3DjSccCg5EXGMHZqkL33CmQ7e-rmElvlO4uQ11g9blLUTzYJedUzsRA,CHALLENGER I 1153 LP,,,,,,111,63,97,0.2275,1013,966,164,20,20,75,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 12, ""avg"": 2.9285714285714284}]",3,False,,,,,,,,,,,,,782,3373,112
712,3953,440,4646276,kr,이년만#KR1,GHm0abHa-AQy10uGoi-O_FUzqscwI_h_rhKAhGdH2IHcXnOLqdWT4BJ2kGF1nbmROge6JmDUYxSj2A,CHALLENGER I 1153 LP,,,,,,79,52,105,0.2716,1058,1047,-149,20,20,89,[],4,False,25,11,23,0.3056,327,332,-104,5,5,28,"[{""character_id"": ""TFT15_Sett"", ""count"": 2, ""avg"": 5}, {""character_id"": ""TFT15_LeeSin"", ""count"": 2, ""avg"": 5}]",0,440,1782,75
713,3953,592,143297149,vn2,UwU Út#Ut Ut,igqY-YQmnNZLU8M9q8CvaltaMxTk_QYjzCVwJlauiUZJplrcV5E5ccdSquYiR-gMWiUjMOMecFnZ4Q,CHALLENGER I 1153 LP,,,,,,72,71,120,0.3558,941,927,130,20,20,79,"[{""character_id"": ""TFT15_Swain"", ""count"": 10, ""avg"": 4.666666666666667}]",0,False,,,,,,,,,,,,,592,2525,93
714,3952,609,227053730,kr,롤체독거노인#KR3,6wNZbsFw6ru9PTj6EIyA2G0BwVRMIEDDi02f18BB3Fb1N8Hj-bWEkSic9KZ92HpDX7zR3FqD9ZhjGQ,CHALLENGER I 1152 LP,,,,,,78,40,105,0.1698,1150,822,98,20,20,81,[],2,True,39,27,63,0.1768,690,586,86,11,11,42,"[{""character_id"": ""TFT15_KSante"", ""count"": 5, ""avg"": 4}]",2,609,2607,63
715,3952,457,2513223,kr,slow#sloww,NLpqaP87woOP_eBlcObqQcIVmgF8dGcAwcKgacHqIqggU7czNfUYMhzofNx2zwxeF4Hgsn84DEVqIA,CHALLENGER I 1152 LP,,,,,,79,64,106,0.2033,779,966,335,20,20,68,[],4,False,,,,,,,,,,,,,457,1934,61
716,3952,750,4577963,euw1,ILU Papy#EUW,i67067hocB2TB7GoveQ3t81fMt7YXGxo9ccdAhOlAVO65OpELpQZraj27PyeoJLEYJffIOLxNpWCkw,CHALLENGER I 1152 LP,,,,,,64,74,116,0.1206,923,794,-113,20,20,82,[],1,False,,,,,,,,,,,,,750,3195,112
717,3952,722,138151001,vn2,VinhRio#1606,Ik9bIPPOBqN8q02iBtpA3R6qLPO9Bjgw_JZr3IUEXIe0th8Ah6JOgR9CHF935F6a_wP2q834BqXUMg,CHALLENGER I 1152 LP,,,,,,68,71,106,0.2119,1093,1035,117,20,20,77,[],4,True,,,,,,,,,,,,,722,3033,121
718,3952,712,370551995,vn2,Thợ Kim Ngưu#2004,41Njr1y558Z3MH81p42FbPhNbruY70RiqVpdxpDREwBP8QyBU53YXGgOh5fSS8p5Ar2PvWAoQ2sUHQ,CHALLENGER I 1152 LP,,,,,,97,82,103,0.3501,975,1055,28,20,20,86,"[{""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 4.181818181818182}]",3,False,,,,,,,,,,,,,712,3039,89
719,3951,556,541049,kr,훈쭈쭈#KR2,npMulcohTGkMQfYEsigdC7eDSfY-KqGS9rQnbQu7a98NNq87CaA-ky_w0nsV74xPwm60IrKWIQxx7g,CHALLENGER I 1151 LP,,,,,,80,95,105,0.2816,843,906,250,20,20,69,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 3.125}]",7,True,,,,,,,,,,,,,556,2396,88
720,3951,519,145961,kr,언젠가는잘되겠지#KR2,Q1jwZp-Gss3SoZ3hy9YoNltulzTV2kijpB7O5Ml9PhxqgpZSJF5njCxNu6Oi1Vx2qVSeMG9Yeuh4tg,CHALLENGER I 1151 LP,,,,,,59,90,101,0.1405,907,992,75,20,20,81,[],1,True,6,15,23,0,331,217,-9,4,4,19,"[{""character_id"": ""TFT15_Malphite"", ""count"": 2, ""avg"": 4}, {""character_id"": ""TFT15_Shen"", ""count"": 2, ""avg"": 4}]",0,519,2200,54
721,3951,716,138107082,vn2,Thợ Điện Leo TĐ#16079,eGiXuoYaAD5fdAWuhC_2_7ySURgbUBOUMlt4oJrCzmFBMKwqwMihNnCndpL9gk_pU6tf6Aci3jQjNA,CHALLENGER I 1151 LP,,,,,,78,71,105,0.2547,898,1175,104,20,20,80,"[{""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 3.25}]",3,True,,,,,,,,,,,,,716,3061,103
722,3951,684,138852270,vn2,ATSM THƯƠNG1#HT1,ZxbsjO_SymrMmrwx6xNbiwu6ShPRnPqKxG_Bf7SmifSdEzzlsSDLEltSqYkUoyZNhNTniTDendUpcQ,CHALLENGER I 1151 LP,,,,,,101,53,99,0.2675,1052,978,28,20,20,84,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 11, ""avg"": 3.272727272727273}]",4,False,,,,,,,,,,,,,684,2923,97
723,3950,367,139169802,vn2,xDVu4#xDVu4,0Etd109utBnHjgr8YRYaTp8leOjDjVNCqE92KVU7GrdjULCAlh3Mbix2zxs6nBEcHTfMYLTqkTgGSA,CHALLENGER I 1150 LP,,,,,,84,79,104,0.1334,1060,890,7,20,20,84,[],3,False,,,,,,,,,,,,,367,1490,68
724,3950,654,218855717,kr,Laro#KR1,C1-9mXRxiJlklkUb05oGnuIw8XC4Uan0bxYIGC7IpoR6iBHa4IwrBFj0mLc2UdUWM_T6HbyY9DKPJA,CHALLENGER I 1150 LP,,,,,,114,70,111,0.4789,1123,729,209,20,20,74,"[{""character_id"": ""TFT15_Ashe"", ""count"": 11, ""avg"": 4.181818181818182}, {""character_id"": ""TFT15_LeeSin"", ""count"": 11, ""avg"": 3}]",4,True,,,,,,,,,,,,,654,2720,158
725,3950,135,142565581,kr,revoud#KR2,V-DjMhAT7JETlo8-TVfXcJARocT-2SFoa9E55rHPt8jkC17ThBGclEQ9t8TU7OXIYH3lMaqF8VPA_Q,CHALLENGER I 1150 LP,,,,,,54,83,120,0.1834,994,1054,272,20,20,71,[],5,False,,,,,,,,,,,,,135,444,36
726,3950,953,142877048,vn2,9 A 3 20 22#2005,RMkLRsriTj_nXobg1-mQwRDSFbz4F0pRH12O1CIDmu4M6G9XZawOy84LNl5zRA3GsyNwfJIg2KCdSw,CHALLENGER I 1150 LP,,,,,,59,71,116,0.1469,756,762,57,20,20,81,[],2,True,,,,,,,,,,,,,953,4129,115
727,3950,566,294916243,kr,백예린#TVT,nicdK0tdatDYiVOpiMdaJuou_dkuYdl_RwA6P4MyibKphK2szZLUPSUTidjnBv8HphLBlPl4-sxzTw,CHALLENGER I 1150 LP,,,,,,85,57,99,0.2426,997,959,79,20,20,83,"[{""character_id"": ""TFT15_Sett"", ""count"": 8, ""avg"": 4.461538461538462}]",3,True,,,,,,,,,,,,,566,2411,74
728,3950,708,144727211,vn2,Krunk#vky,ORHqR7AZgt1CLTlx-PiU3bacEb82fcBbqEma2Cf_4k1iEbrrGw1EVmJRAC_dgfSsOt5YI7Eg8ewuyw,CHALLENGER I 1150 LP,,,,,,56,82,115,0.2688,1060,807,185,20,20,76,"[{""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 4.2}]",3,False,6,6,11,0,92,75,45,1,1,1,"[{""character_id"": ""TFT15_Vi"", ""count"": 1, ""avg"": 1}, {""character_id"": ""TFT15_Swain"", ""count"": 1, ""avg"": 1}]",1,708,3039,85
729,3950,200,258307646,tw2,Bibiboboü#0411,CDnQwPDYg7UyhTYO6_j9syMvZUGByLPzXjkFqScAv_MTfav0F7WcZ9nkZkaHeG5pV02SqkJHwZedrw,CHALLENGER I 1150 LP,,,,,,68,81,131,0.2585,884,1060,311,20,20,57,[],7,False,,,,,,,,,,,,,200,726,41
730,3949,693,208239897,vn2,Hum dep trai#2312,ol1tUwIjFTiYfWFS7nMI32-vx4EhJ078fOfzZeD2L_E2y8PK6YUUvggi4HbERNjAflJ6PokEW2NgmQ,CHALLENGER I 1149 LP,,,,,,58,90,123,0.2722,972,1033,214,20,20,72,[],4,True,,,,,,,,,,,,,693,2913,105
731,3949,408,1677090,kr,슬슬버스타볼까나#KR1,Cz3XI5x-iS8V1PA8FzW-vVNLfIkN1B_UBKMvZLQ7Ohr3bfv0AiZijpx1TlWTuS6ajZzJI--7JwCCdQ,CHALLENGER I 1149 LP,,,,,,47,83,130,0.2628,900,986,-74,20,20,88,[],2,True,,,,,,,,,,,,,408,1689,50
732,3949,435,454786177,kr,bbdm#KR1,MC2YAHYz2enY6Fvn5ae3hna2zcy-W-4ScgDTG0tAFOQHFaeD2_New_CCIhLAZmmsyA_eCTKwv40SCg,CHALLENGER I 1149 LP,,,,,,83,59,105,0.2955,1141,1147,-61,20,20,87,"[{""character_id"": ""TFT15_Braum"", ""count"": 10, ""avg"": 3.8125}, {""character_id"": ""TFT15_TwistedFate"", ""count"": 9, ""avg"": 5.111111111111111}]",5,False,,,,,,,,,,,,,435,1824,91
733,3948,712,565548205,vn2,Pisces1#TNhan,Q4APcBX2CKuiufVAIDAgXq1xpCWRoIY9kKL63jpFHnNVK8_hfss4-SRA4ceKBMFFm2j3XGOfKhN0ZQ,CHALLENGER I 1148 LP,q7vtPlDUz/FJyVxNUveMzVC+t77GTA/w,1762358231770,VN2_1117583626,565548205,leaderboard,84,76,101,0.1791,910,1092,117,20,20,80,[],1,False,7,3,9,0,70,84,34,1,1,2,"[{""character_id"": ""TFT15_DrMundo"", ""count"": 1, ""avg"": 2}, {""character_id"": ""TFT15_Udyr"", ""count"": 1, ""avg"": 2}]",0,712,3066,84
734,3948,371,139587285,vn2,Heo Biển Đi Nắng#Min,YBXX8Y4o5qpojIFnW0GEjEaCtlCm0xz3YWUZJ6gW_jGy37JRPtQgyWpyPhA8fcq8ZRk-1elYRRuBJA,CHALLENGER I 1148 LP,,,,,,55,72,87,0.1281,930,804,200,20,20,74,[],2,False,,,,,,,,,,,,,371,1526,53
735,3948,404,4104024,jp1,k1rqi#JP1,yk3rpj-Ytvzxq8AZIHuyrOZ8NUB6uWmQZ0yiG9LGdfJL61oxxiFWGq6xY4_FksLtZiBiYhBtbHBxEw,CHALLENGER I 1148 LP,,,,,,79,94,97,0.1814,1073,874,169,20,20,70,"[{""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 4.125}]",5,True,,,,,,,,,,,,,404,1651,46
736,3948,621,142558943,tw2,Kinki#0106,Hoya8kaW_JI-LR0Ct4YCTOGSD2_qQBecoJmpecqUeV9uhC8jM6GHTg4TTtULQ6iQ393oaLgt_KQzfA,CHALLENGER I 1148 LP,,,,,,88,73,113,0.2487,906,842,40,20,20,70,"[{""character_id"": ""TFT15_Braum"", ""count"": 9, ""avg"": 3.5}]",5,False,0,3,5,0,1,75,-49,1,1,7,"[{""character_id"": ""TFT15_Swain"", ""count"": 1, ""avg"": 7}, {""character_id"": ""TFT15_Leona"", ""count"": 1, ""avg"": 7}]",0,621,2533,113
737,3947,623,450431533,sg2,Itzphawoak#hmm,wdS66ywNRSFNX-gED-Sy_u__idt5y5tXlb5d2d-zSeSu4PRYotQaNF8U2BHRr9BJrn7xZcatdqsg4Q,CHALLENGER I 1147 LP,,,,,,50,100,100,0.3229,1008,1188,-66,20,20,82,"[{""character_id"": ""TFT15_Zyra"", ""count"": 8, ""avg"": 2.625}]",4,False,,,,,,,,,,,,,623,2536,101
738,3947,194,3224069,kr,주는대로가는사람#KR3,XTaLlNy-sjg2bxmzDhX-ewETYDlWQWblhEXl_9kzh7XnLRL17j1eL1hs5PlhwUXZtcghtrmc0fVZaQ,CHALLENGER I 1147 LP,,,,,,77,74,91,0.1417,1032,827,-78,20,20,71,[],5,False,,,,,,,,,,,,,194,695,46
739,3946,354,3623814,kr,감사의정권지르기#TFT,ntXXXk38hIjvwMrjwI-SJz0hmLFaeorB8Q-gbQY9BbTdRWmpe2xYuuv6H9x5p8CLiMFHRpd2qQr7GA,CHALLENGER I 1146 LP,,,,,,52,82,119,0.2405,991,962,41,20,20,86,[],1,False,,,,,,,,,,,,,354,1462,49
740,3946,163,4614419,la2,FAT VALUE#LAS,62mLWTaoezxM64oCqq9bFo7hDjYY9iN78oi-s8k_KaH_sXGgczilLXCMhnEKNiLdybzxGKtJyMio9w,CHALLENGER I 1146 LP,,,,,,74,97,108,0.3168,906,1126,352,20,20,48,[],6,False,,,,,,,,,,,,,163,534,41
741,3946,784,139555107,vn2,KhuêHP#3011,zOXdvkZav10SjqOSskRTiEPK3xobjgS3FKB8bMPETDFLV6qM1C5Wt87VMhosDBq3kPfRnB-ekURaEQ,CHALLENGER I 1146 LP,,,,,,55,71,107,0.2444,1025,941,-2,20,20,87,[],5,False,,,,,,,,,,,,,784,3342,102
742,3946,782,247917484,vn2,hong hảe ín#350,ldm21jPdsmriMNFYognujgSXUPfFD9JlFArp0KG63rFGEacGn_eexCasGbf-LCpDZLcXf_2A32lWRA,CHALLENGER I 1146 LP,,,,,,67,66,99,0.2523,981,1050,-4,20,20,88,"[{""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 4.363636363636363}, {""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 3.2}]",3,True,,,,,,,,,,,,,782,3285,106
743,3946,603,4423148,kr,사랑평화행복가득#KR1,vIyZ-iu1nqLzmK1tsnezA2Bep6GJ9mU_ebDtFOULQzQ59iOSw5jzjIo5Y7F9KvaJvIzsybUvyaixXg,CHALLENGER I 1146 LP,,,,,,56,75,112,0.1921,882,940,121,20,20,80,"[{""character_id"": ""TFT15_Leona"", ""count"": 8, ""avg"": 3.75}]",1,False,,,,,,,,,,,,,603,2572,84
744,3945,1082,147724946,kr,리로두#KR1,nSr-mosLzl-cei7tbEXuuW46TKGrWdlgbzdY4FEhFxqTQ-JrXnfatybP8SYHEN4a2j2qlvQxxxMBcg,CHALLENGER I 1145 LP,,,,,,114,45,98,0.0749,777,844,112,20,20,80,[],0,False,29,15,29,0.0972,307,250,-3,6,6,27,"[{""character_id"": ""TFT15_Poppy"", ""count"": 3, ""avg"": 3.6666666666666665}]",0,1082,4745,119
745,3945,322,1651697,jp1,シマエナガ#0514,O2_1nynJWMbzkV7DM9B6vIn5grKiz-ev17nsDXEz1TWwgQgjoSGgzb6y2801uoRb2itvYAmxzjYp_g,CHALLENGER I 1145 LP,,,,,,88,52,100,0.2692,1229,856,-52,20,20,83,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 11, ""avg"": 3.857142857142857}, {""character_id"": ""TFT15_Sett"", ""count"": 10, ""avg"": 4.3}]",4,True,11,0,6,0,70,17,43,1,1,1,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 2, ""avg"": 1}, {""character_id"": ""TFT15_DrMundo"", ""count"": 1, ""avg"": 1}]",1,321,1238,85
746,3945,364,4354017,na1,Draeko#NA12,9GUj4X8vsrlPWPcGXrRFUwAodnVJTQ1lv1c5IQqBU_rOIdeRJjJ5FWSIvgP1D-cJpGbHepEI7L2qPQ,CHALLENGER I 1145 LP,,,,,,112,39,99,0.2066,1062,1028,100,20,20,75,"[{""character_id"": ""TFT15_Braum"", ""count"": 12, ""avg"": 3.533333333333333}]",3,False,,,,,,,,,,,,,364,1494,60
747,3945,653,213029624,kr,정글도는야스오#KR1,JT0SUOZE1cP0dNSjlV9r-eRHZpvDm3j-kFC8x4ZN4AivaKu8EzSUEHVaJSL35FOrD4Sb0vw2wi7UJA,CHALLENGER I 1145 LP,,,,,,95,59,91,0.3894,1240,980,162,20,20,76,"[{""character_id"": ""TFT15_KSante"", ""count"": 10, ""avg"": 3.357142857142857}, {""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 3.3076923076923075}]",4,False,36,27,30,0.3722,371,315,39,8,8,31,[],0,653,2801,108
748,3945,216,3105295,jp1,たし蟹ｗ#JP1,pgCOn0HJcOKP-la2AuhIUzxx-fNvg-HP2BLr5sKF9DpsJ39-n00UdWnz4Dkcgg944tzAyLBSx6wf_w,CHALLENGER I 1145 LP,,,,,,80,71,130,0.1949,783,921,110,20,20,73,[],2,False,1,3,5,0,27,15,10,1,1,3,"[{""character_id"": ""TFT15_Malphite"", ""count"": 1, ""avg"": 3}, {""character_id"": ""TFT15_Shen"", ""count"": 1, ""avg"": 3}]",0,216,772,44
749,3945,733,4510671,kr,빵빵한가아#의대생1위,_ExOBCL0-rT1kpf01Dh2KEDJ8bHqinNGEd_Zw9LUlEE9P9cvNod3CdpPjHprQjz0YWYN6Z0LrqKg3g,CHALLENGER I 1145 LP,,,,,,68,79,122,0.1956,1255,968,114,20,20,77,[],2,False,25,30,41,0.1099,518,432,-24,8,8,35,[],0,733,3063,125
750,3945,354,217747047,vn2,Sandyyy#cor,EsQ7XoQ8Aa0C_THuksa5LWUgiYWaNLvmOxkY7EucOTGASL6iGCfZ-N3AudKTcszU7FWdEfLaameCCw,CHALLENGER I 1145 LP,,,,,,64,82,113,0.2086,1066,1147,171,20,20,75,[],4,True,,,,,,,,,,,,,354,1434,57
751,3944,382,119871810,jp1,selfoon#2755,aY0BKPMbbmC8oyUYgSz9Xw5FlYPPBe5-jn1Xv7NeHsXMsutsiCaUhNiDsMakRuz28rdbB4a08hkx7w,CHALLENGER I 1144 LP,,,,,,81,62,110,0.3312,911,1022,-112,20,20,90,"[{""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 4.222222222222222}]",2,False,,,,,,,,,,,,,382,1513,69
752,3944,471,450465115,sg2,UltimateANK#7446,Vttmd1HKwHrpGpUZmerd_jTg7BkDMwaXHotktOzAxGz9KsaCtvFKE4aZ30K3QfkxeehXxFvUXwDNew,CHALLENGER I 1144 LP,,,,,,80,81,111,0.3953,1046,1136,215,20,20,65,"[{""character_id"": ""TFT15_KSante"", ""count"": 12, ""avg"": 2.857142857142857}, {""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 3.2}]",6,True,,,,,,,,,,,,,471,1978,57
753,3944,610,2778086,jp1,Yuna#FG20,mNDo2pR3ohrj0AXF-ak_0_dpmlrtiAsV01NXu7mfDyQ3qBdw7tyZPvnP0Y3E5ajsMpPMDmnxei3r6A,CHALLENGER I 1144 LP,,,,,,94,65,84,0.4769,1021,947,103,20,20,73,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 13, ""avg"": 3.176470588235294}, {""character_id"": ""TFT15_TwistedFate"", ""count"": 12, ""avg"": 3.75}]",6,False,,,,,,,,,,,,,610,2478,123
754,3943,568,218044429,kr,신상가방#KR1,O7r4LyGzYVgMxAMeSumGCfQMvC_LWRtYdNQsrBzIExZitS_2M2kl7SJuYc5DY9iucBVPwx-dOvWeqA,CHALLENGER I 1143 LP,,,,,,91,55,117,0.1484,1091,928,-90,20,20,91,[],1,False,,,,,,,,,,,,,568,2423,75
755,3943,363,4201200,la1,Ryota#unu,c0y9s4eeagT7OlNvKebjFRKVTL--fy8Pn95o0CXEZSkqZgZ04pSVKXu0mompwDhsGqtqUlSNWLneSA,CHALLENGER I 1143 LP,,,,,,45,97,120,0.221,906,931,-35,20,20,79,"[{""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 4.083333333333333}]",1,False,,,,,,,,,,,,,363,1342,73
756,3943,1069,213026689,euw1,Decisiveway#EUW,ZUm0TVkc2axMwP_mnHQf5mCJ3f0qwrj4gTJ7HAn1dT1UgAvlqkOOq28qwv6H1g0rM1LUwOKP7jW71Q,CHALLENGER I 1143 LP,,,,,,67,65,93,0.2082,1275,1026,-115,20,20,87,[],4,False,,,,,,,,,,,,,1069,4664,177
757,3942,525,2885307,la1,venom#music,FLiTN-dbgVl8VQ8r-0k423o88FiUW-g5DJ3oA5hUXLPKIat6udOmjY4Pufs3GaDadsavzKLP7xQPOg,CHALLENGER I 1142 LP,,,,,,68,62,94,0.5314,726,1177,-487,20,20,105,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 12, ""avg"": 4.416666666666667}, {""character_id"": ""TFT15_Zyra"", ""count"": 8, ""avg"": 4.25}]",1,True,,,,,,,,,,,,,525,1939,109
758,3942,545,121164457,kr,저로인해화났나요#KR1,K8Fd9bLd84druGBGbdm_l8sNUUL0oGaluXdU9xWV-UgXJzC9MNv5D2rjQREaO_lVX1U2oBMMV666Kg,CHALLENGER I 1142 LP,,,,,,69,77,79,,935,656,-55,20,20,86,[],1,True,,,,,,,,,,,,,545,2310,66
759,3942,655,231683260,tw2,CryptoUncle#tw2,84VlAcR3hz8CD9UatKJZ-F9h-a7gs4090xBux6D9v6GKuUxidoDF1GgcRp-2F0Iqd0GOfgavnjA6Qg,CHALLENGER I 1142 LP,,,,,,94,50,98,0.2934,1158,784,42,20,20,73,"[{""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 4}]",2,False,22,20,26,0.2704,465,257,-67,7,7,32,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 4, ""avg"": 5.75}, {""character_id"": ""TFT15_Swain"", ""count"": 3, ""avg"": 5.75}]",0,655,2702,127
760,3942,252,2959700,kr,lovingstar#KR1,7LVjMOFu6Uvjirf0CScN5dP-BG2nNZsETMU7fuwcdNJ68EKwzbGFuv--0AGNt-Ozml-j3BlAoxwPxw,CHALLENGER I 1142 LP,,,,,,95,44,119,0.3662,959,1066,222,20,20,71,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 11, ""avg"": 3.230769230769231}]",3,True,,,,,,,,,,,,,252,994,58
761,3941,630,4015923,kr,빵지누#KR1,tKAeMheBJHc72TGyFiw8gJb9Hak2AL2UlACnkWrfouoQ-pv7lN7irYt8zP5rP3_od0tieFplkcI4DA,CHALLENGER I 1141 LP,,,,,,90,67,111,0.1075,1132,1019,53,20,20,81,[],2,False,,,,,,,,,,,,,630,2659,109
762,3941,1354,138744617,kr,iliilililliilill#1111,gNt6d5F3CdxB7Y4cIencAf2ChVE_7mOghgt4IJ8ELp4RWuuTsrUEA8tolIm1UiqTYYpgh7LXh_UOWA,CHALLENGER I 1141 LP,,,,,,74,73,106,0.1334,1200,1027,130,20,20,81,[],2,False,,,,,,,,,,,,,1354,5938,233
763,3941,451,4497414,na1,Atad#NA1,ej918qpHD3D307kkKnoM125y21bmjXSZP9H2_1ClHSeoTWHRTsUR5QT3wvs9qwrzIJCmj3CI6obpnA,CHALLENGER I 1141 LP,,,,,,96,58,106,0.258,1164,1012,312,20,20,59,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 10, ""avg"": 1.8}, {""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 2.3}]",7,False,,,,,,,,,,,,,451,1886,68
764,3941,552,148793529,vn2,MLN Mickey 18#1809,029mBAFVP3BMGIb9ilY9CvwQaAiJyjp05k26XNulWwnxotn1LsZc-gV63SJFgh5N1C2r6Cyywo1QZA,GRANDMASTER I 1141 LP,,,,,,86,46,99,0.1704,1082,1190,161,20,20,75,[],3,False,30,14,34,0.1217,411,435,72,7,7,24,"[{""character_id"": ""TFT15_Rammus"", ""count"": 3, ""avg"": 4}, {""character_id"": ""TFT15_Malzahar"", ""count"": 3, ""avg"": 3.6}]",1,552,2315,99
