rank,rating_numeric,num_played,player_id,summoner_region,riot_id,puuid,rating,live.encryption_key,live.game_start_time,live.match_id,live.player_id,live.type,stats.RecentResult.ItemData.AD,stats.RecentResult.ItemData.AP,stats.RecentResult.ItemData.Tank,stats.RecentResult.avg_similarity,stats.RecentResult.board_strength_percentile_sum,stats.RecentResult.damage_percentile_sum,stats.RecentResult.lpChange,stats.RecentResult.num_played,stats.RecentResult.percentile_count,stats.RecentResult.place_sum,stats.RecentResult.topCarries,stats.RecentResult.wins,stats.appMatches,stats.currentPatchResult.ItemData.AD,stats.currentPatchResult.ItemData.AP,stats.currentPatchResult.ItemData.Tank,stats.currentPatchResult.avg_similarity,stats.currentPatchResult.board_strength_percentile_sum,stats.currentPatchResult.damage_percentile_sum,stats.currentPatchResult.lpChange,stats.currentPatchResult.num_played,stats.currentPatchResult.percentile_count,stats.currentPatchResult.place_sum,stats.currentPatchResult.topCarries,stats.currentPatchResult.wins,stats.num_played,stats.place_sum,stats.wins
765,3940,559,138618832,vn2,Thiên Nhược Hữu#2408,O8SzTU4EmfSwy9qEWHtUnZ2Y7VRKTFPpc6a9ACjhCzpMuHxYeUI__ooqfCNzvjHWNdzOE3wd_P3V0A,CHALLENGER I 1140 LP,,,,,,73,60,90,0.1905,1136,913,-10,20,20,84,[],3,False,0,5,5,0,77,92,-71,2,2,13,"[{""character_id"": ""TFT15_Malzahar"", ""count"": 1, ""avg"": 5}, {""character_id"": ""TFT15_KSante"", ""count"": 1, ""avg"": 5}]",0,559,2318,82
766,3940,467,4465255,jp1,Sol tft#000,OT2_XFLiTToYut_wGn5BtaW9XiDcYb99Y3iALCSphrecI9VFNPgl4gpy-6sqqkklRJBiuRHJfV5qKQ,CHALLENGER I 1140 LP,,,,,,63,85,117,0.1471,944,969,104,20,20,75,[],4,True,3,12,17,0,39,35,35,2,2,6,"[{""character_id"": ""TFT15_Karma"", ""count"": 2, ""avg"": 2}, {""character_id"": ""TFT15_Kennen"", ""count"": 1, ""avg"": 2}]",0,467,1864,75
767,3940,498,1161513,euw1,AKI#TOP8,_6Zgmpip1IAsA3t6w52cOoboLDnMaM7kQr0A23TD2e0alDWaQELNWi17WayZgUoddCfutGFZqy1hzQ,CHALLENGER I 1140 LP,,,,,,69,71,95,0.2479,780,874,-90,20,20,88,[],4,False,,,,,,,,,,,,,498,2025,91
768,3940,433,199930766,vn2,Aragon Pham#vn2,X3iSD2i6LR5VmczdNfXUjklaIwfbxdG6YnNbp8jJP2ok7CDRlYIKpXWl-DrIDCKvMJtaDsybSU7auQ,CHALLENGER I 1140 LP,,,,,,44,68,95,0.2265,871,918,47,20,20,80,[],2,False,12,24,35,0.2248,352,418,-107,8,8,40,[],0,433,1805,71
769,3940,695,51807866,kr,진 형#TFT,eKHTkJMO2bRaFn1xWfKtEiSD1V5qN74Y3PED2v9j9IgKl_YYDJEWQQnsIeMTNofh0cgs2dvfna7T6w,CHALLENGER I 1140 LP,,,,,,78,57,114,0.1836,1059,852,100,20,20,82,[],2,True,,,,,,,,,,,,,695,2988,87
770,3940,933,138843623,vn2,Căn Hộ Mini#2004,iPuouyx9AK4q9tHC5fbRCCHWHV4Dpm8oVyD64OxP0710iIG2YPhOHwOUnVTpIgPlxHKYpTHukSibfQ,CHALLENGER I 1140 LP,,,,,,87,47,118,0.3568,609,947,221,20,20,74,[],2,False,,,,,,,,,,,,,931,4073,103
771,3939,578,4117526,kr,곰디팬 안재혁#KR1,DdDpfisWv0MoQdmDMZ8R33JPUAK27TcHiE815jZAT_yYkPpVF1j93G1-QgAPYZKx2C1vrdxIHyAoXw,CHALLENGER I 1139 LP,,,,,,69,92,95,0.2263,907,1064,165,20,20,75,"[{""character_id"": ""TFT15_Yuumi"", ""count"": 9, ""avg"": 4.888888888888889}, {""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 2.875}]",1,False,,,,,,,,,,,,,578,2480,84
772,3939,313,1999955,eun1,Avalanches#EUNE,p0ykRcPU-26wEXG6YihqkNbN8JHxsZrK8_zck7SQZB7kOkH_051PuZVvBmNyQWT0BXiwjAFHqw1kZg,CHALLENGER I 1139 LP,,,,,,76,69,99,0.2503,1083,1090,-86,20,20,83,[],3,True,,,,,,,,,,,,,313,1135,62
773,3939,711,138445429,vn2,MườiNămNhânGian#26399,YCfpgnyRtKZD9R2iv7ClrqHZRpnKCwScnTOsXCnEo2LyroW3gII5-I7aWocKq9McRuwvKLxpxPOf7A,CHALLENGER I 1139 LP,,,,,,88,67,106,0.2016,729,808,240,20,20,71,[],3,True,6,6,8,0,14,80,19,1,1,3,"[{""character_id"": ""TFT15_Aatrox"", ""count"": 1, ""avg"": 3}, {""character_id"": ""TFT15_Senna"", ""count"": 1, ""avg"": 3}]",0,710,3049,88
774,3939,581,140124256,vn2,Kurorz#Kwan,QA6UQufrEea7be-KRdqVu2-VlFyZtxoBN0o0F_IaoMMek6B6qtkNUR25ohBEf1uRgYOZoeeO4ksLcQ,CHALLENGER I 1139 LP,,,,,,81,65,118,0.1291,1302,969,-125,20,20,90,[],3,False,10,9,28,0.1481,243,181,-85,4,4,23,"[{""character_id"": ""TFT15_Ashe"", ""count"": 2, ""avg"": 5.5}, {""character_id"": ""TFT15_Malzahar"", ""count"": 2, ""avg"": 4}]",0,581,2384,106
775,3939,1239,216299410,kr,꽥꽥이#kr01,83lv2OsiguzJVwJCmd44unATFv4O81KRLnaIFR9qOubXLmjRZmaXfLaV-GhMZvyGzHFffHSpdxEw6Q,GRANDMASTER I 1139 LP,,,,,,87,54,94,0.1663,859,837,178,20,20,77,[],1,True,34,22,31,0.2636,335,284,110,7,7,23,"[{""character_id"": ""TFT15_KSante"", ""count"": 3, ""avg"": 3}]",0,1238,5498,158
776,3938,1333,3682468,kr,블루드릴께요#KR1,LVxuLQql69wSs9yUke1xoMhdkGst5X0sygYtVhiQdNcXN8Y9NFdMkug8XlhsmOAYsqJmVorGRNNlkA,CHALLENGER I 1138 LP,,,,,,71,62,94,0.208,797,817,1,20,20,85,[],1,True,,,,,,,,,,,,,1333,5861,146
777,3938,663,450367283,sg2,ZekenZ#byou,1dWzmR2BBPLWSnBbxqXJWMFwKaHhO7JmCLAY5i_BcJdIlzahgEfPAMrSJ9vqedg4c8VJvrpsWwKtCw,CHALLENGER I 1138 LP,,,,,,79,71,101,0.3187,930,923,178,20,20,69,[],3,False,,,,,,,,,,,,,663,2773,92
778,3938,778,218755494,kr,빵태산#KR1,odYmBvTSc1oSyELqQiNr9luAzHGoxYFCqBl5rwHGCnqwPSsjUWs3mtohroiT0kXoi0CbNOprMSoTSQ,CHALLENGER I 1138 LP,,,,,,94,72,89,0.2766,671,1100,100,20,20,84,"[{""character_id"": ""TFT15_Sett"", ""count"": 9, ""avg"": 4.545454545454546}, {""character_id"": ""TFT15_LeeSin"", ""count"": 9, ""avg"": 4.5}]",3,False,,,,,,,,,,,,,778,3366,96
779,3937,357,3227417,euw1,Portuguese Babe#EUW,2YQLtIgVfMZzpHpVozz5ZTVCmpmMG1ZmCFBtfcXvW4S7ak44TtKW-Iuj7O3eeVlI7VsmN1Ji6X5GEA,CHALLENGER I 1137 LP,,,,,,68,80,98,0.1466,1089,1171,-59,20,20,86,[],1,False,,,,,,,,,,,,,357,1417,59
780,3936,489,468907378,kr,좌와꼭지#2025,Kek1W6zNilpdIIhXwFJcwUffIH_lYdpVgV_GT7YQCEYGbqpbj_z7GG10O-bmbV-PS7ggMqi2AyzZ-A,CHALLENGER I 1136 LP,,,,,,83,51,100,0.2602,1114,1026,215,20,20,73,"[{""character_id"": ""TFT15_Poppy"", ""count"": 9, ""avg"": 2.888888888888889}, {""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 3.4444444444444446}]",4,False,,,,,,,,,,,,,489,2051,54
781,3936,689,319983202,vn2,MinhQuan#2207,pka1lEAy-gpWA1yyGqNdJHFUvNffegl6CkA1VTrlmYOfB5HjZCmE6AqamN45-NyyhB1P8tYafaup7w,CHALLENGER I 1136 LP,,,,,,65,77,108,0.2074,993,946,42,20,20,86,"[{""character_id"": ""TFT15_Swain"", ""count"": 8, ""avg"": 4.6}]",1,False,,,,,,,,,,,,,689,2923,83
782,3936,342,414619,tr1,Daimao#TR1,XRAUsHdaZy-c0fvJ7cSNu21pbr2Si4ktRLYkT93mt0BOZql9aECt_UUFWNMH79XxtSE-nqZ2NSjl2Q,CHALLENGER I 1136 LP,,,,,,93,67,119,0.2253,1075,891,204,20,20,61,[],6,False,,,,,,,,,,,,,342,1324,74
783,3936,419,304368,euw1,APERG#EUW,0vgJ5-HdOwEzu5K4KmRsvg7kVBIREo4cu8igxNjJXyQWoLxGS4MAUqQcQSfgG5mEIVZ-aznJEjOI6A,CHALLENGER I 1136 LP,,,,,,84,53,89,0.1734,895,998,14,20,20,85,[],3,False,,,,,,,,,,,,,419,1750,56
784,3936,452,299369985,kr,Vivid lala love#0714,LmC_NVESgnJ3g4jacEjQpFSS-5ZZbBMymynoygchXAVHvG7yl-s3YM5V-qftkI1GjejNVjyotk3H6A,CHALLENGER I 1136 LP,,,,,,79,62,106,0.2039,844,1062,62,20,20,84,"[{""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 4.916666666666667}]",2,True,22,9,13,0,156,191,89,3,3,7,[],1,452,1903,73
785,3936,507,264665208,vn2,ĐừngDiễnNữaMarry#Marry,ygNCzF4ItDf8xIkG3JH257QYnLrorSI-g4R3-ou4m8O7WU2kWdjIn6NC_ISwKLaO44kI_T7HAXYZvw,CHALLENGER I 1136 LP,,,,,,49,81,118,0.2495,1018,1051,15,20,20,84,"[{""character_id"": ""TFT15_Ryze"", ""count"": 8, ""avg"": 4.363636363636363}, {""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 4.416666666666667}]",4,True,,,,,,,,,,,,,507,2136,61
786,3936,885,139028789,vn2,KissKiss#imV,9xgXm3z9lzDNvDGOFH4IMCegHjf-eP2ACbslDVqDsBSLHWbo_ajjsJlCeZZtpd7w9XmY1ioqWDCqoQ,CHALLENGER I 1136 LP,,,,,,95,68,99,0.1857,868,938,9,20,20,86,"[{""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 4.1}]",1,False,8,8,9,0,125,139,38,2,2,6,"[{""character_id"": ""TFT15_KogMaw"", ""count"": 1, ""avg"": 5}, {""character_id"": ""TFT15_Leona"", ""count"": 1, ""avg"": 5}]",1,885,3812,123
787,3936,560,456853,kr,iwannabeyourdog#メンヘラ,DsLLB4XEsSvv1VRAl7Y2xh6wJoyCvYIXpAByZUBgOZmIeIW1VOnU1mcryGR0utjG2QW8OBwKLBO6Pw,CHALLENGER I 1136 LP,,,,,,57,89,84,0.1522,901,1116,2,20,20,85,[],2,True,2,4,3,0,64,49,-10,1,1,5,"[{""character_id"": ""TFT15_Kayle"", ""count"": 1, ""avg"": 5}, {""character_id"": ""TFT15_Udyr"", ""count"": 1, ""avg"": 5}]",0,560,2378,87
788,3936,919,450503444,sg2,เบาเบา#SEA,2eGhaW1ciAEzWZPEczRS3ZRyDcTPTvRbmF-Ebd-GNC43jHCDgQAgzKGpoHNCCKFwQxwNQTYU9t2NEg,CHALLENGER I 1136 LP,,,,,,75,66,83,0.218,911,950,23,20,20,76,[],5,True,,,,,,,,,,,,,919,3957,103
789,3936,326,233509,kr,병만그릴스#KR1,Krcm4D01rF1zVJGpImpEfGsfHaae8r6BQF5RMzDP24yQmGWrbJyLnaILVE_JbXZjDAH6_5L9bieskA,CHALLENGER I 1136 LP,,,,,,99,61,69,0.3356,1042,841,98,20,20,77,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 14, ""avg"": 3.235294117647059}, {""character_id"": ""TFT15_Braum"", ""count"": 10, ""avg"": 3.7142857142857144}]",5,True,,,,,,,,,,,,,326,1294,68
790,3935,434,138455148,tw2,阿罵腳皮茶#0913,vUy-BDEZe-mTnf8OtDvBLWEHdmykevaL7xSlH7cFh-5MnLN8hV1-_xJWWnqH-zlm75Ulc32p2iDfvg,CHALLENGER I 1135 LP,,,,,,75,80,100,0.2346,1010,870,111,20,20,70,"[{""character_id"": ""TFT15_Braum"", ""count"": 13, ""avg"": 2.9285714285714284}, {""character_id"": ""TFT15_TwistedFate"", ""count"": 8, ""avg"": 2.6666666666666665}]",5,True,,,,,,,,,,,,,434,1777,79
791,3935,679,3284901,kr,킬박사#KR1,TrN57sz3WX84LXL3PD5c3ZQ7-4LNt8iH_xKtiT487DaEBC3zA5KL4bLR1QyRZ9O5IuMOUpMZhZc8zw,CHALLENGER I 1135 LP,,,,,,70,78,118,0.2955,1044,1002,259,20,20,72,[],4,False,,,,,,,,,,,,,679,2902,94
792,3935,529,566333878,na1,ymxd99#4220,uK54def2zVCni80_Xwn9DCn7dd-Vb8FtF6qBCV2LS9ApHQP7OgA59Thm8Scak-L-ayyUQYgELGKAZA,CHALLENGER I 1135 LP,,,,,,101,52,111,0.2053,864,1185,-79,20,20,82,[],2,False,3,3,8,0,61,90,-34,1,1,6,"[{""character_id"": ""TFT15_Aatrox"", ""count"": 1, ""avg"": 6}, {""character_id"": ""TFT15_Karma"", ""count"": 1, ""avg"": 6}]",0,529,2073,113
793,3935,621,138319164,vn2,chill with me#2503,MGsrj9GGfCxixgTGTlsi4NgQsmiDnA_TdZP6rGV5NlPE1ACA-3ncPE-poa_n7ba9lSIj9p2iUyb9Zg,CHALLENGER I 1135 LP,,,,,,89,62,110,0.3851,1054,859,188,20,20,76,"[{""character_id"": ""TFT15_Jinx"", ""count"": 9, ""avg"": 4.444444444444445}, {""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 4.153846153846154}]",1,False,3,1,6,0,28,54,-10,1,1,5,"[{""character_id"": ""TFT15_Jinx"", ""count"": 1, ""avg"": 5}, {""character_id"": ""TFT15_KSante"", ""count"": 1, ""avg"": 5}]",0,621,2662,74
794,3935,1095,226437254,kr,Coffee and Chess#KR3,RkFS5VSrPu9vJi8TAhvl65bajlCvAyoEXw88BRyEKUHADGPbg3NtTYEKo2GzITH42cS1vxejAyVXBQ,CHALLENGER I 1135 LP,,,,,,59,69,122,0.2278,790,1042,173,20,20,78,[],4,True,,,,,,,,,,,,,1095,4790,134
795,3935,764,140426493,vn2,Bắc Minh Hữu Ngư#lovet,VA3QQ1333AlStMeEp-FQQh-HP-FbfGrCn-RXuJnz1vRZDKmwJ3ALqo6nuf8gcTlmvilrSvWhIZWBeA,CHALLENGER I 1135 LP,,,,,,91,39,70,0.4918,1120,838,-47,20,20,91,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 13, ""avg"": 3.642857142857143}, {""character_id"": ""TFT15_Braum"", ""count"": 11, ""avg"": 3.4285714285714284}]",5,False,,,,,,,,,,,,,764,3267,146
796,3934,815,138062465,vn2,Savichii#7631,ix--kX4SDce-rPerIJZ4MB_be4sNt0k1H5GJV2L-0fExLm-AOwHSUazcseKdBs6J8M7qlh047AEOWA,CHALLENGER I 1134 LP,,,,,,69,73,94,0.3203,943,900,110,20,20,82,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 2.888888888888889}]",2,False,,,,,,,,,,,,,815,3528,116
797,3934,681,4114809,kr,kdh12345#abc,RlaobWKNZGAC1wZ90o620C-YhS2iLLeRH9z6Tl1HDhGtGTT-Wu0AVEO2n51TB7hkUF3uXWs5n5Jf0Q,CHALLENGER I 1134 LP,,,,,,77,80,92,0.3053,921,883,202,20,20,76,[],4,False,,,,,,,,,,,,,681,2886,80
798,3934,544,221860316,kr,Coka#KR06,hYUExJABqzMxg2OW8oklWe2YZFygb1gOM756-R1AGcZpKoTeMzNj6rNM-sFZoHoKeUdCH-Mczn4oMQ,CHALLENGER I 1134 LP,,,,,,95,66,81,0.2884,1153,868,181,20,20,73,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 10, ""avg"": 3.8181818181818183}, {""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 3.2}]",4,True,,,,,,,,,,,,,544,2322,79
799,3934,337,450397112,sg2,hoj#011,15g6Z1y3ERIb3GEiX3FDJi-K0Z4YDsHceG0U73i3H97_KY19-A49e2-q4ElrAffdpgGTwE4P_3Kqdg,CHALLENGER I 1134 LP,,,,,,74,64,113,0.2872,907,1056,324,20,20,58,[],7,False,,,,,,,,,,,,,337,1348,74
800,3934,317,137861197,na1,EBIC GAMER#NA1,nuNYjF_w_OaBRl1u3pwadsWtB_ENPMtvoDbcVJPQX3VhXQfvjpq0Dccjy-ELxxLkLoyd1e0XtDrnQA,CHALLENGER I 1134 LP,,,,,,87,71,104,0.2001,930,1110,54,20,20,61,[],6,False,,,,,,,,,,,,,317,1251,60
801,3934,588,210984432,kr,필트오버 심장#KR1,Aeo84oDn1TMqxYpl8k8B5HATiVcwAiXxY44yZb6Bqqhy7KuTqD8YGKzAGJw7GPYGk27TUYbfcH2kdw,GRANDMASTER I 1134 LP,,,,,,73,57,95,0.1809,1048,957,45,20,20,85,"[{""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 4.2}]",2,True,6,9,8,0,117,96,29,2,2,7,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 2, ""avg"": 4}, {""character_id"": ""TFT15_Sett"", ""count"": 1, ""avg"": 4}]",0,587,2504,86
802,3933,737,3689559,kr,이거버그야버그#KR1,VR98UjzVwiY04U_oJE6Zg3Ostp4noYKfrYm5gZZEDPiIsG2HF24gvtiLvcq-G8GaFRzSdMjhkMZ0Vw,CHALLENGER I 1133 LP,,,,,,107,64,97,0.1966,1091,880,150,20,20,78,"[{""character_id"": ""TFT15_Braum"", ""count"": 10, ""avg"": 3.823529411764706}]",1,True,,,,,,,,,,,,,737,3191,106
803,3933,908,143247864,vn2,megalodonk#1711,GNZPAgz2f7BsaJkMv8tUMNkDxtT0V70F2X7-KOZ07e7hvKfx1d9H5cZx418VZsvw-jP84z2TJU8faQ,CHALLENGER I 1133 LP,,,,,,68,67,128,0.1598,1163,925,-127,20,20,92,"[{""character_id"": ""TFT15_KSante"", ""count"": 12, ""avg"": 3.9166666666666665}]",1,False,,,,,,,,,,,,,908,3922,108
804,3933,978,290648653,jp1,wado#ouo,psBp_7DGgqwzF6LsIIDVTsVuIzbKpB44eeDoUQxKiNiYzARY_LKqPFrD5w7m6MH9-O84WiFq3TB7OA,CHALLENGER I 1133 LP,n3oabo8xFg3qaezZSHxCmfu47WkeADPT,1762357071338,JP1_544022851,290648653,leaderboard,93,50,115,0.4256,1236,838,115,20,20,70,"[{""character_id"": ""TFT15_Zyra"", ""count"": 10, ""avg"": 2.4545454545454546}, {""character_id"": ""TFT15_Ashe"", ""count"": 9, ""avg"": 3.1}]",3,True,14,6,16,0.2429,126,144,-66,3,3,17,"[{""character_id"": ""TFT15_Udyr"", ""count"": 2, ""avg"": 5.666666666666667}]",0,977,4190,136
805,3933,576,364174970,vn2,0 Võ Vương 0#1002,Qvn-1T16TntLMrmIwiWw3HyExe0GsAd2IgAVm03scCJprLtXUV-EOXAti-DaKHXWiu-RhEsvd9kX_Q,GRANDMASTER I 1133 LP,,,,,,75,61,96,0.165,1053,1185,52,20,20,83,[],3,False,23,13,31,0.0952,241,318,85,6,6,20,[],0,576,2445,73
806,3933,437,249815171,kr,럭키쭌#BJK,8hTMKJMXXpCA61n2Zpl1h7zUcihueUF4VfllK6bYTzfb2aSyyAmEMfc-Im-ACxBGkS3FzJcsHu0hDg,CHALLENGER I 1133 LP,,,,,,76,76,99,0.197,947,1107,307,20,20,68,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 9, ""avg"": 2.8}]",4,True,14,8,12,0.2,64,92,83,2,2,3,"[{""character_id"": ""TFT15_Braum"", ""count"": 2, ""avg"": 1.5}, {""character_id"": ""TFT15_Zyra"", ""count"": 2, ""avg"": 1.5}]",1,437,1832,62
807,3933,569,4485037,na1,me1stor8th#518,bHGaEiHGmOH2r-7zeejtmNZDzsjL4opS9cPtHrc00_gjb_JPEHKdtRsgc7-7mY6QQE14oaiEY2n1Qg,CHALLENGER I 1133 LP,,,,,,80,64,114,0.119,1002,1100,-124,20,20,90,[],5,False,,,,,,,,,,,,,569,2241,98
808,3933,388,139492759,kr,우소쁘#KR1,mVzbUZJcT4YAwGPe4dNH_GNtXxumqOaB7lPaNqXCMExSdoLF5LRh8WvFZWhlIyU8aHS3zgq3QqUlgg,CHALLENGER I 1133 LP,,,,,,89,57,101,0.1714,1088,592,48,20,20,84,[],2,False,,,,,,,,,,,,,388,1609,62
809,3932,791,224015874,vn2,PhongLẩnn#1106,L5qbzrE9P0vEIUPoGwgwoA2MZ0Cuq0E9ibSz4JFh2Hsbf3ETGPpr0ZRNuffXxjZQU3vjkC17rSn0PA,CHALLENGER I 1132 LP,,,,,,63,79,102,0.2004,990,829,25,20,20,83,"[{""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 2.7}]",4,True,0,4,6,0,61,28,-41,1,1,7,"[{""character_id"": ""TFT15_Kennen"", ""count"": 1, ""avg"": 7}, {""character_id"": ""TFT15_Janna"", ""count"": 1, ""avg"": 7}]",0,790,3412,122
810,3932,689,4275922,na1,Darth Nub#NA2,nzr-i71ktuSACIf7QrzOryt17MtHYlwxUVnl4o8s6VLwpi2KDnXLNAaqOAgBZ8Wd1MvCFG2TqEfQ0g,CHALLENGER I 1132 LP,,,,,,111,44,127,0.3367,1025,1101,1,20,20,82,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 10, ""avg"": 3}, {""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 2.8181818181818183}]",4,True,,,,,,,,,,,,,689,2739,122
811,3932,721,3090146,kr,H라인미니스커트#KR1,Mwe8aTcmFeqiWRXqaRDns33tm4x6QHrkP67L0yjPqaILJgxyEQcAifvBxeJM6gYaTbEzsG53gwRd7w,CHALLENGER I 1132 LP,,,,,,83,80,93,0.1613,917,925,252,20,20,70,[],5,False,,,,,,,,,,,,,721,3093,98
812,3932,784,151660802,vn2,Fox98#25998,4eJ1hq_zNTEcJJ5itZKKQazLXZp8XClzFUadf47hwcuonAdA-mNSXAZAUg5zJL59YktOJ0HlsX1KXQ,CHALLENGER I 1132 LP,,,,,,69,58,101,0.1024,1062,1151,-34,20,20,87,[],3,False,3,2,4,0,69,28,-26,1,1,6,"[{""character_id"": ""TFT15_Ahri"", ""count"": 1, ""avg"": 6}, {""character_id"": ""TFT15_Jinx"", ""count"": 1, ""avg"": 6}]",0,784,3395,106
813,3932,777,212975182,kr,쌈아치채채#KR1,3h-4pX856PnrOZeM325iwnZKabI5HEeF5I2dRTGNOfFoaunv_aAKitbvHN2SDrSblcWqhuSwzNerUw,CHALLENGER I 1132 LP,,,,,,77,69,89,0.208,946,1212,-9,20,20,87,[],2,True,,,,,,,,,,,,,776,3362,88
814,3931,501,3493696,kr,선강타#000,vd31aBcLzTWbPDyL8LMereY5NkZw-tJdrHsZJr8HG_A81FxfNRkjvu4IDAf5k0OSWdxAYlAAQRHuVw,CHALLENGER I 1131 LP,,,,,,60,86,109,0.3337,923,1165,-14,20,20,88,"[{""character_id"": ""TFT15_Malzahar"", ""count"": 9, ""avg"": 4.8}, {""character_id"": ""TFT15_Leona"", ""count"": 8, ""avg"": 3.75}]",3,True,,,,,,,,,,,,,501,2118,70
815,3931,364,137939974,vn2,Nem#0903,Wo5MBFMitXVMfP2qM2pXrpyogWyRZptDveiu2HmBXht5NmtIgGy3g199n3oDp2ru_17aVJfncDLxBQ,CHALLENGER I 1131 LP,,,,,,87,52,109,0.181,1095,1171,-14,20,20,84,"[{""character_id"": ""TFT15_KSante"", ""count"": 10, ""avg"": 4.090909090909091}]",1,True,8,5,11,0,177,107,0,2,2,9,"[{""character_id"": ""TFT15_KaiSa"", ""count"": 1, ""avg"": 4}, {""character_id"": ""TFT15_Darius"", ""count"": 1, ""avg"": 4}]",0,364,1482,71
816,3931,836,668898,kr,길 영#KR1,u-w-T2PSMqZfh3CBK7rzhvdk4s2gAv5ddalsOR8UkOGoOJGNPpAUB8QcdHCKGsbHjOBMQzmwCqpdAA,CHALLENGER I 1131 LP,,,,,,73,80,88,0.1006,893,983,85,20,20,82,[],3,False,,,,,,,,,,,,,836,3649,85
817,3931,683,2521689,kr,삼  디#KR2,x449RvgIViL64DrWAkyGZePZr2SMnLcdNWxT-jmcYRKiJ7kj11_xV5Bx7k0InIq1HJY9-tFo1aHNxg,CHALLENGER I 1131 LP,,,,,,83,61,94,0.2247,1172,952,-5,20,20,85,"[{""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 3.8181818181818183}]",4,False,41,28,36,0.2201,490,483,-61,9,9,43,"[{""character_id"": ""TFT15_Braum"", ""count"": 4, ""avg"": 4.8}, {""character_id"": ""TFT15_Sett"", ""count"": 4, ""avg"": 5.2}]",2,683,2823,126
818,3931,503,206248980,tw2,RennnnnN#0704,jSiwbk_q1CTfyoisH7A6TQ4ZPYaPs5-zcE1yhkFFl6Lqm-PMgL7INa-_PAVRz-6nI4NoG9y3aYkcgw,CHALLENGER I 1131 LP,,,,,,88,59,107,0.2049,991,1002,-57,20,20,82,[],2,True,,,,,,,,,,,,,503,2011,88
819,3930,621,139786492,vn2,SV Cuaa1#cUa,0GBzYn5rZNSRu-MbnGXQYwQcBbbHy_9CDlkOdPTAVBwhqrZi066MnglvmaDQ0ybjmNh4s1QWfFdzag,CHALLENGER I 1130 LP,,,,,,69,83,98,0.2535,845,1032,-359,20,20,80,[],4,True,,,,,,,,,,,,,621,2559,104
820,3930,986,284462,kr,Sayne#KR1,sPTtRcf4Hjt-OUTo3zoJA72JKVPBnj-kDEX4sfwCTq-c5iXVThVM2C8DTL25zmqwFWYG5Z29IYMAIw,CHALLENGER I 1130 LP,,,,,,72,75,99,0.2487,1050,868,90,20,20,78,[],3,False,,,,,,,,,,,,,986,4319,157
821,3930,1208,565894650,kr,2783946045236480#KR1,PkO84MgExKZMeyHu92CAUzGbtctm6hMMmlOeoD4V0oThZ0ojP6YELsXw1Z2Tuytr-34BUuh5S6YYQg,CHALLENGER I 1130 LP,,,,,,62,64,86,0.2533,1011,917,133,20,20,79,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 8, ""avg"": 2.875}]",3,True,,,,,,,,,,,,,1208,5340,175
822,3930,729,137930850,vn2,Santorini#079,VeoDbPk-wM1Jqfuo4Ye578iCQl4zBFQNpBWndSXd2qxddaNh6yWUSzjRC9g16aXiSjhTOnQzhqWHlQ,CHALLENGER I 1130 LP,,,,,,84,48,104,0.3241,1211,754,126,20,20,78,"[{""character_id"": ""TFT15_Sett"", ""count"": 9, ""avg"": 3.3}]",3,False,,,,,,,,,,,,,729,3145,92
823,3930,635,2014686,la1,Razergor#LAN,L--adjFhQJiiirji7lCdOU_xdgpkiRreSQZeI8AirKIZe09MmGKBR0-mwO30lIGJxeE5MVGZ302tHw,CHALLENGER I 1130 LP,,,,,,120,40,103,0.3685,879,1198,71,20,20,77,"[{""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 3}, {""character_id"": ""TFT15_Volibear"", ""count"": 8, ""avg"": 3.375}]",2,False,,,,,,,,,,,,,635,2622,91
824,3929,996,45516511,kr,궁디궁딩#KR1,1_R-yOdiO__39Qc3htbSayyZc8OnhGsS--5Fl8fMR3NZcTtjXSJNjpCfb1FFQre5vs3Guinnj-GAMA,CHALLENGER I 1129 LP,,,,,,102,66,119,0.3551,1206,883,157,20,20,78,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 11, ""avg"": 3.6666666666666665}, {""character_id"": ""TFT15_Ashe"", ""count"": 11, ""avg"": 4}]",6,True,,,,,,,,,,,,,996,4305,165
